company,company_score,rank_company,diff_user_company,rank_user_score
수펙스테크놀러지,47.96,789.0,9.530000000000001,657.0
듀어코리아,47.95,790.0,9.54,658.0
천경해운,47.95,790.0,9.54,658.0
맨파워코리아,67.03,74.0,9.54,658.0
젠큐릭스,47.94,791.0,9.550000000000004,659.0
케어원,47.94,791.0,9.550000000000004,659.0
호텔신라,67.04,73.0,9.550000000000004,659.0
삼양식품,67.04,73.0,9.550000000000004,659.0
오콘,47.92,792.0,9.57,660.0
삼성증권,67.09,72.0,9.600000000000001,661.0
제노코,47.88,793.0,9.61,662.0
연합인포맥스,47.87,794.0,9.620000000000005,663.0
비엔케이시스템,47.85,795.0,9.64,664.0
케이티앤씨,47.84,796.0,9.649999999999999,665.0
하나금융지주,67.16,71.0,9.669999999999995,666.0
에임메드,47.81,797.0,9.68,667.0
제이스텍,47.8,798.0,9.690000000000005,668.0
이루다,47.8,798.0,9.690000000000005,668.0
알에프텍,47.79,799.0,9.700000000000003,669.0
데이세븐,47.79,799.0,9.700000000000003,669.0
바텍엠시스,47.79,799.0,9.700000000000003,669.0
트랙스로지스코리아,47.79,799.0,9.700000000000003,669.0
해성손해사정,47.78,800.0,9.71,670.0
썬앳푸드,47.78,800.0,9.71,670.0
네시삼십삼분,47.78,800.0,9.71,670.0
제이티친애저축은행,47.77,801.0,9.719999999999999,671.0
애드캡슐소프트,47.74,802.0,9.75,672.0
현대엘리베이터,67.25,70.0,9.759999999999998,673.0
피타소프트,47.73,803.0,9.760000000000005,674.0
이동의즐거움,47.72,804.0,9.770000000000003,675.0
오픈베이스,47.71,805.0,9.780000000000001,676.0
한국교직원공제회,47.71,805.0,9.780000000000001,676.0
미래에셋자산운용,67.29,69.0,9.800000000000004,677.0
던필드알파,47.67,806.0,9.82,678.0
제이씨현시스템,47.66,807.0,9.830000000000005,679.0
한국문화진흥,47.63,808.0,9.86,680.0
예스티,47.63,808.0,9.86,680.0
링커리어,47.61,809.0,9.880000000000003,681.0
아이투맥스,47.61,809.0,9.880000000000003,681.0
하바스코리아,47.61,809.0,9.880000000000003,681.0
이스트게임즈,47.6,810.0,9.89,682.0
큐브릿지,47.6,810.0,9.89,682.0
비씨카드,67.4,68.0,9.910000000000004,683.0
이퓨전아이,47.58,811.0,9.910000000000004,683.0
LG유플러스,67.41,67.0,9.919999999999995,684.0
유비온,47.57,812.0,9.920000000000002,685.0
엠큐닉,47.57,812.0,9.920000000000002,685.0
와이어블,47.56,813.0,9.93,686.0
한화이글스,47.56,813.0,9.93,686.0
기가비스,47.56,813.0,9.93,686.0
트리,47.56,813.0,9.93,686.0
한국남부발전,67.42,66.0,9.93,686.0
테라닉스,47.56,813.0,9.93,686.0
더블유쇼핑,47.55,814.0,9.940000000000005,687.0
한국출판문화산업진흥원,47.55,814.0,9.940000000000005,687.0
엠피에스,47.55,814.0,9.940000000000005,687.0
윈스,47.52,815.0,9.969999999999999,688.0
와탭랩스,47.51,816.0,9.980000000000004,689.0
예스콜닷컴,47.51,816.0,9.980000000000004,689.0
메타빌드,47.49,817.0,10.0,690.0
리파인,47.48,818.0,10.010000000000005,691.0
프롭티어,47.48,818.0,10.010000000000005,691.0
메타넷글로벌,47.46,819.0,10.030000000000001,692.0
아이톡시,47.45,820.0,10.04,693.0
디자인하우스,47.44,821.0,10.050000000000004,694.0
플랜티넷,47.44,821.0,10.050000000000004,694.0
에프에스케이엘앤에스,47.41,822.0,10.080000000000005,695.0
현대오토에버,67.58,65.0,10.089999999999996,696.0
쿠프마케팅,47.4,823.0,10.090000000000003,697.0
영화테크,47.4,823.0,10.090000000000003,697.0
SK C&C,67.61,64.0,10.119999999999997,698.0
미디어텍코리아,47.37,824.0,10.120000000000005,699.0
알파,47.36,825.0,10.130000000000003,700.0
태강대부,47.36,825.0,10.130000000000003,700.0
한영넉스,47.36,825.0,10.130000000000003,700.0
삼성디스플레이,67.63,63.0,10.139999999999993,701.0
나인스쿨,47.34,826.0,10.149999999999999,702.0
진원무역,47.33,827.0,10.160000000000004,703.0
코우치코리아리미티드 유한회사,47.32,828.0,10.170000000000002,704.0
아인텔레서비스,47.31,829.0,10.18,705.0
최신물산,47.31,829.0,10.18,705.0
슈어엠,47.29,830.0,10.200000000000003,706.0
넷앤드,47.29,830.0,10.200000000000003,706.0
세나테크놀로지,47.29,830.0,10.200000000000003,706.0
이오시스템,47.28,831.0,10.21,707.0
싸이버원,47.28,831.0,10.21,707.0
서진캠,47.28,831.0,10.21,707.0
하이브로,47.26,832.0,10.230000000000004,708.0
(유)앤서스랩코리아,47.25,833.0,10.240000000000002,709.0
케이타운포유,47.25,833.0,10.240000000000002,709.0
만도,67.74,62.0,10.249999999999993,710.0
SUN&L,47.23,834.0,10.260000000000005,711.0
포이시스,47.2,835.0,10.29,712.0
한국전자인증,47.2,835.0,10.29,712.0
한국리서치,47.19,836.0,10.300000000000004,713.0
클립서비스,47.18,837.0,10.310000000000002,714.0
와이즈스톤,47.17,838.0,10.32,715.0
메타바이오메드,47.16,839.0,10.330000000000005,716.0
북큐브네트웍스,47.16,839.0,10.330000000000005,716.0
알에이치코리아,47.16,839.0,10.330000000000005,716.0
유니디아,47.15,840.0,10.340000000000003,717.0
핸디소프트,47.15,840.0,10.340000000000003,717.0
에어퍼스트,47.14,841.0,10.350000000000001,718.0
엔씨아이티에스,47.14,841.0,10.350000000000001,718.0
정도유아이티,47.13,842.0,10.36,719.0
지란지교시큐리티,47.1,843.0,10.39,720.0
단암시스템즈,47.1,843.0,10.39,720.0
효성,67.89,61.0,10.399999999999999,721.0
아이크래프트,47.09,844.0,10.399999999999999,721.0
브이엠에스솔루션스,47.08,845.0,10.410000000000004,722.0
엠지손해보험,47.07,846.0,10.420000000000002,723.0
디와이즈,47.07,846.0,10.420000000000002,723.0
금호석유화학,67.92,60.0,10.43,724.0
제놀루션,47.03,847.0,10.46,725.0
세아네트웍스,47.03,847.0,10.46,725.0
동승 JW메리어트 동,47.02,848.0,10.469999999999999,726.0
용감한컴퍼니,47.01,849.0,10.480000000000004,727.0
쥴릭파마코리아,46.98,850.0,10.510000000000005,728.0
신흥에스이씨,46.97,851.0,10.520000000000003,729.0
싸인텔레콤,46.96,852.0,10.530000000000001,730.0
강원대학교병원,46.96,852.0,10.530000000000001,730.0
캐스트이즈,46.95,853.0,10.54,731.0
대웅제약,68.03,59.0,10.54,731.0
티지알앤,46.95,853.0,10.54,731.0
대한광통신,46.94,854.0,10.550000000000004,732.0
데이터스트림즈,46.94,854.0,10.550000000000004,732.0
하이게인안테나,46.93,855.0,10.560000000000002,733.0
스트롱홀드로보틱스,46.93,855.0,10.560000000000002,733.0
넥스트솔루션,46.93,855.0,10.560000000000002,733.0
아이퀘스트,46.92,856.0,10.57,734.0
그래디언트,46.91,857.0,10.580000000000005,735.0
풍산시스템,46.9,858.0,10.590000000000003,736.0
케이에스넷,46.9,858.0,10.590000000000003,736.0
아이엠아이,46.9,858.0,10.590000000000003,736.0
비나텍,46.9,858.0,10.590000000000003,736.0
기가레인,46.88,859.0,10.61,737.0
CJ ENM,68.11,58.0,10.619999999999997,738.0
한국제지,46.85,860.0,10.64,739.0
엔키아,46.85,860.0,10.64,739.0
시그네틱스,46.84,861.0,10.649999999999999,740.0
하나애드아이엠씨,46.81,862.0,10.68,741.0
디이엔티,46.81,862.0,10.68,741.0
유디아이디,46.8,863.0,10.690000000000005,742.0
프로에스콤,68.19,57.0,10.699999999999996,743.0
넷마블엔투,46.79,864.0,10.700000000000003,744.0
한국파스퇴르연구소,46.76,865.0,10.730000000000004,745.0
시스게이트,46.75,866.0,10.740000000000002,746.0
에임시스템,46.73,867.0,10.760000000000005,747.0
힘스,46.72,868.0,10.770000000000003,748.0
유니메드제약,46.71,869.0,10.780000000000001,749.0
아이템베이,46.71,869.0,10.780000000000001,749.0
동아엘텍,46.71,869.0,10.780000000000001,749.0
컴파트너스,46.7,870.0,10.79,750.0
경포씨엔씨,46.7,870.0,10.79,750.0
제이씨코리아,46.69,871.0,10.800000000000004,751.0
부동산일일사,46.67,872.0,10.82,752.0
오픈오브젝트,46.66,873.0,10.830000000000005,753.0
바이오플러스,46.64,874.0,10.850000000000001,754.0
엔파인,46.64,874.0,10.850000000000001,754.0
녹십자,68.35,56.0,10.859999999999992,755.0
바로크레디트대부,46.63,875.0,10.86,756.0
삼성전기,68.37,55.0,10.880000000000003,757.0
한국선불카드,46.61,876.0,10.880000000000003,757.0
마리오쇼핑,46.61,876.0,10.880000000000003,757.0
휴머스원,46.6,877.0,10.89,758.0
현대정보기술,46.6,877.0,10.89,758.0
인하대학교 산학협력,46.59,878.0,10.899999999999999,759.0
뽐뿌커뮤니케이션,46.59,878.0,10.899999999999999,759.0
이스턴네트웍스,46.58,879.0,10.910000000000004,760.0
성원아이북랜드,46.58,879.0,10.910000000000004,760.0
오큐브,46.56,880.0,10.93,761.0
나비스오토모티브시스템즈,46.54,881.0,10.950000000000003,762.0
바이온텍,46.53,882.0,10.96,763.0
손해보험협회,46.53,882.0,10.96,763.0
사이넥스,46.52,883.0,10.969999999999999,764.0
한화,68.48,54.0,10.990000000000002,765.0
겟앤쇼(Get & Show),46.49,884.0,11.0,766.0
버즈빌,46.49,884.0,11.0,766.0
가톨릭대학교산학협력단,46.46,885.0,11.030000000000001,767.0
다올저축은행,46.45,886.0,11.04,768.0
위즈그룹,46.44,887.0,11.050000000000004,769.0
달콤소프트,46.43,888.0,11.060000000000002,770.0
모비젠,46.43,888.0,11.060000000000002,770.0
와이드모바일,46.43,888.0,11.060000000000002,770.0
뉴지랩,46.42,889.0,11.07,771.0
다비치안경체인,46.41,890.0,11.080000000000005,772.0
에즈금융서비스,46.41,890.0,11.080000000000005,772.0
농협하나로유통,46.4,891.0,11.090000000000003,773.0
유니파이,46.4,891.0,11.090000000000003,773.0
모아저축은행,46.39,892.0,11.100000000000001,774.0
프리윌린,46.38,893.0,11.11,775.0
예술과기술,46.37,894.0,11.120000000000005,776.0
트럼피아,46.37,894.0,11.120000000000005,776.0
한국정보통신진흥협회,46.37,894.0,11.120000000000005,776.0
멜파스,46.35,895.0,11.14,777.0
한국내쇼날인스트루먼트,46.35,895.0,11.14,777.0
트윔,46.34,896.0,11.149999999999999,778.0
티피씨인터넷,46.34,896.0,11.149999999999999,778.0
밸류마크,46.33,897.0,11.160000000000004,779.0
비브스튜디오스,46.33,897.0,11.160000000000004,779.0
서흥인터내셔날,46.33,897.0,11.160000000000004,779.0
진코퍼레이션,46.32,898.0,11.170000000000002,780.0
비트맥스,46.31,899.0,11.18,781.0
밸류플러스,46.31,899.0,11.18,781.0
녹원씨엔아이,46.3,900.0,11.190000000000005,782.0
숭실대학교,46.29,901.0,11.200000000000003,783.0
옴니시스템,46.29,901.0,11.200000000000003,783.0
골드앤에스,46.28,902.0,11.21,784.0
인포젠,46.27,903.0,11.219999999999999,785.0
유니트론텍,46.25,904.0,11.240000000000002,786.0
유티모스트아이엔에스,46.25,904.0,11.240000000000002,786.0
GS리테일,68.74,53.0,11.249999999999993,787.0
위니텍,46.24,905.0,11.25,788.0
트루본,46.24,905.0,11.25,788.0
발레오전장시스템스코리아,46.23,906.0,11.260000000000005,789.0
오너클랜,46.23,906.0,11.260000000000005,789.0
한국신용평가,46.23,906.0,11.260000000000005,789.0
네오싸이언,46.22,907.0,11.270000000000003,790.0
씨디네트웍스,46.22,907.0,11.270000000000003,790.0
펨트론,46.21,908.0,11.280000000000001,791.0
산와대부,46.19,909.0,11.300000000000004,792.0
세메스,68.79,52.0,11.300000000000004,792.0
매경닷컴,46.18,910.0,11.310000000000002,793.0
씨에스리,46.17,911.0,11.32,794.0
보흥클레온,46.17,911.0,11.32,794.0
크레텍책임,46.17,911.0,11.32,794.0
크라운해태홀딩스,46.16,912.0,11.330000000000005,795.0
대한번역개발원,46.16,912.0,11.330000000000005,795.0
롯데케미칼,68.83,51.0,11.339999999999996,796.0
조인아이티,46.12,913.0,11.370000000000005,797.0
케이비손보씨엔에스,46.12,913.0,11.370000000000005,797.0
(재)전자통관국제협력재단,46.12,913.0,11.370000000000005,797.0
엑심베이,46.1,914.0,11.39,798.0
오이솔루션,46.1,914.0,11.39,798.0
모나용평,46.1,914.0,11.39,798.0
뷰성형외과,46.09,915.0,11.399999999999999,799.0
)종로아카데미,46.08,916.0,11.410000000000004,800.0
시사아카데미,46.05,917.0,11.440000000000005,801.0
머니투데이,46.04,918.0,11.450000000000003,802.0
아이엠캐피탈,46.03,919.0,11.46,803.0
에이앤아이,46.02,920.0,11.469999999999999,804.0
에이치앤이루자,46.01,921.0,11.480000000000004,805.0
에치에프알,45.99,922.0,11.5,806.0
휴비즈넷,45.99,922.0,11.5,806.0
크루셜텍,45.99,922.0,11.5,806.0
포스토피아,45.99,922.0,11.5,806.0
솔탑,45.98,923.0,11.510000000000005,807.0
케이씨에이,45.98,923.0,11.510000000000005,807.0
사이버텔브릿지,45.97,924.0,11.520000000000003,808.0
셀메이트,45.97,924.0,11.520000000000003,808.0
알에프세미,45.97,924.0,11.520000000000003,808.0
정원엔시스,45.97,924.0,11.520000000000003,808.0
클라우드네트웍스,45.97,924.0,11.520000000000003,808.0
엠플러스,45.95,925.0,11.54,809.0
리앤한,45.94,926.0,11.550000000000004,810.0
알테어엔지니어링,45.94,926.0,11.550000000000004,810.0
카네비모빌리티,45.94,926.0,11.550000000000004,810.0
서울데이타통신,45.94,926.0,11.550000000000004,810.0
지피에이코리아,45.91,927.0,11.580000000000005,811.0
브레이브모바일,45.91,927.0,11.580000000000005,811.0
사단법인 한국교과서협회,45.91,927.0,11.580000000000005,811.0
지아이티아카데미,45.91,927.0,11.580000000000005,811.0
비비트리,45.9,928.0,11.590000000000003,812.0
나비엠알오,45.9,928.0,11.590000000000003,812.0
에이텍모빌리티,45.9,928.0,11.590000000000003,812.0
잉카인터넷,45.89,929.0,11.600000000000001,813.0
다래파크텍,45.87,930.0,11.620000000000005,814.0
한국항공우주산업,69.12,50.0,11.630000000000003,815.0
디지토피아,45.86,931.0,11.630000000000003,815.0
판도라티비,45.86,931.0,11.630000000000003,815.0
에이엔씨인터내셔날,45.84,932.0,11.649999999999999,816.0
아이에스에프넷 코,45.83,933.0,11.660000000000004,817.0
에스더블유엠,45.83,933.0,11.660000000000004,817.0
이크레더블,45.83,933.0,11.660000000000004,817.0
하미글로벌,45.83,933.0,11.660000000000004,817.0
리레코코리아,45.82,934.0,11.670000000000002,818.0
대원씨앤씨,45.81,935.0,11.68,819.0
에이디앤스타일,45.81,935.0,11.68,819.0
SK에코플랜트,69.18,49.0,11.690000000000005,820.0
에버스핀,45.8,936.0,11.690000000000005,820.0
리모트솔루션,45.79,937.0,11.700000000000003,821.0
아이보리,45.78,938.0,11.71,822.0
바이널아이,45.77,939.0,11.719999999999999,823.0
아이디스,45.77,939.0,11.719999999999999,823.0
고우넷,45.73,940.0,11.760000000000005,824.0
베베쿡,45.72,941.0,11.770000000000003,825.0
콘텐트리중앙,45.72,941.0,11.770000000000003,825.0
코카콜라,45.71,942.0,11.780000000000001,826.0
퍼플아카데미,45.71,942.0,11.780000000000001,826.0
한국캐피탈,45.71,942.0,11.780000000000001,826.0
어보브반도체,45.7,943.0,11.79,827.0
세기알앤디,45.7,943.0,11.79,827.0
프랭클린테크놀로지,45.7,943.0,11.79,827.0
에스에스알,45.69,944.0,11.800000000000004,828.0
네이블,45.69,944.0,11.800000000000004,828.0
두원이에프씨,45.68,945.0,11.810000000000002,829.0
오성첨단소재,45.66,946.0,11.830000000000005,830.0
㈔한국녹색기후기술원,45.65,947.0,11.840000000000003,831.0
소프트원,45.65,947.0,11.840000000000003,831.0
서울도시철도엔지니어링,45.64,948.0,11.850000000000001,832.0
현대위아,69.34,48.0,11.850000000000001,832.0
스코넥 엔터테인먼,45.62,949.0,11.870000000000005,833.0
투윈스컴,45.62,949.0,11.870000000000005,833.0
삼성화재해상보험,69.38,47.0,11.889999999999993,834.0
윌비스,45.59,950.0,11.899999999999999,835.0
태준제약,45.59,950.0,11.899999999999999,835.0
브이씨 (보이스캐디),45.58,951.0,11.910000000000004,836.0
타이호인스트,45.57,952.0,11.920000000000002,837.0
케이비신용정보,45.56,953.0,11.93,838.0
하이테커,45.55,954.0,11.940000000000005,839.0
엠씨에스텍,45.55,954.0,11.940000000000005,839.0
아이티사이언스,45.55,954.0,11.940000000000005,839.0
플레이위드코리아,45.53,955.0,11.96,840.0
풀무원녹즙,45.53,955.0,11.96,840.0
네오플러스,45.52,956.0,11.969999999999999,841.0
평안,45.5,957.0,11.990000000000002,842.0
메이비원,45.47,958.0,12.020000000000003,843.0
유엔에이디지탈,45.46,959.0,12.030000000000001,844.0
현대백화점,69.53,46.0,12.04,845.0
에이프로젠바이오로직스,45.45,960.0,12.04,845.0
낙스넷,45.44,961.0,12.050000000000004,846.0
에어리퀴드코리아,45.44,961.0,12.050000000000004,846.0
진학사,45.42,962.0,12.07,847.0
에브리봇,45.42,962.0,12.07,847.0
GfK리테일앤테크놀로지코리아리미티드,45.41,963.0,12.080000000000005,848.0
한섬,69.58,45.0,12.089999999999996,849.0
재외동포재단,45.4,964.0,12.090000000000003,850.0
뉴젠스,45.4,964.0,12.090000000000003,850.0
유니포인트,45.4,964.0,12.090000000000003,850.0
삼성바이오로직스,69.59,44.0,12.100000000000001,851.0
폴라리스에이아이파마,45.39,965.0,12.100000000000001,851.0
어니컴,45.37,966.0,12.120000000000005,852.0
케이비증권,69.62,43.0,12.130000000000003,853.0
대교씨엔에스,45.36,967.0,12.130000000000003,853.0
온누리에이치엔씨,45.33,968.0,12.160000000000004,854.0
이룸코리아,45.33,968.0,12.160000000000004,854.0
컴투스,69.65,42.0,12.160000000000004,854.0
누리어시스템,45.31,969.0,12.18,855.0
동양고속,45.31,969.0,12.18,855.0
블루원,45.31,969.0,12.18,855.0
더위버크리에이티브,45.3,970.0,12.190000000000005,856.0
하이즈복합재산업,45.29,971.0,12.200000000000003,857.0
제이티,45.29,971.0,12.200000000000003,857.0
현대로템,69.7,41.0,12.21,858.0
야마하뮤직코리아,45.28,972.0,12.21,858.0
마스턴투자운용,45.28,972.0,12.21,858.0
포스크리에이티브파티,45.26,973.0,12.230000000000004,859.0
꼬망스,45.25,974.0,12.240000000000002,860.0
디알씨티에스,45.25,974.0,12.240000000000002,860.0
경복궁면세점,45.24,975.0,12.25,861.0
테키스트,45.24,975.0,12.25,861.0
히타치터미널솔루션즈코리아,45.24,975.0,12.25,861.0
데이터클립,45.23,976.0,12.260000000000005,862.0
삼호개발,45.23,976.0,12.260000000000005,862.0
메타넷티플랫폼,45.21,977.0,12.280000000000001,863.0
한국정보공학,45.19,978.0,12.300000000000004,864.0
티제이팜,45.19,978.0,12.300000000000004,864.0
토스랩,45.19,978.0,12.300000000000004,864.0
한국행정연구원,45.18,979.0,12.310000000000002,865.0
우진공업,45.18,979.0,12.310000000000002,865.0
가온아이,45.17,980.0,12.32,866.0
씨어스테크놀로지,45.16,981.0,12.330000000000005,867.0
씨에스에이코스믹,45.16,981.0,12.330000000000005,867.0
베스파,45.15,982.0,12.340000000000003,868.0
범우화학공업,45.15,982.0,12.340000000000003,868.0
인터솔루션테크놀로,45.14,983.0,12.350000000000001,869.0
디지털플러스시스템,45.14,983.0,12.350000000000001,869.0
더블유에스피아시아리미티드,45.14,983.0,12.350000000000001,869.0
에이아이지손해보험,45.13,984.0,12.36,870.0
서울특별시보라매병원,45.13,984.0,12.36,870.0
트루엔,45.12,985.0,12.370000000000005,871.0
메가프레스,45.12,985.0,12.370000000000005,871.0
이노트리,45.11,986.0,12.380000000000003,872.0
케이비아이동국실업,45.11,986.0,12.380000000000003,872.0
미디어젠,45.1,987.0,12.39,873.0
브랜디드라이프스타일코리아,45.1,987.0,12.39,873.0
이지메디컴,45.1,987.0,12.39,873.0
루켄테크놀러지스,45.09,988.0,12.399999999999999,874.0
제이에스디원,45.08,989.0,12.410000000000004,875.0
모그커뮤니케이션즈,45.08,989.0,12.410000000000004,875.0
쎄믹스,45.08,989.0,12.410000000000004,875.0
아이피그룹,45.08,989.0,12.410000000000004,875.0
이비즈네트웍스,45.08,989.0,12.410000000000004,875.0
과학기술인공제회,45.06,990.0,12.43,876.0
윈팩,45.05,991.0,12.440000000000005,877.0
이제너두,45.04,992.0,12.450000000000003,878.0
유플러스아이티,45.03,993.0,12.46,879.0
피엠그로우,45.02,994.0,12.469999999999999,880.0
리앙커뮤니케이션즈,45.01,995.0,12.480000000000004,881.0
키사이트테크놀로지스코리아,45.01,995.0,12.480000000000004,881.0
맨텍,45.0,996.0,12.490000000000002,882.0
성창기업지주,45.0,996.0,12.490000000000002,882.0
씨알에스큐브,44.99,997.0,12.5,883.0
지멘스인더스트리소프트웨어,44.99,997.0,12.5,883.0
한스바이오메드,44.99,997.0,12.5,883.0
넥서스커뮤니티,44.97,998.0,12.520000000000003,884.0
엑스퍼넷,44.95,999.0,12.54,885.0
현대제철,70.03,40.0,12.54,885.0
엔캣,44.94,1000.0,12.550000000000004,886.0
신흥정밀,44.93,1001.0,12.560000000000002,887.0
엔엑스씨,44.9,1002.0,12.590000000000003,888.0
한국아즈빌,44.9,1002.0,12.590000000000003,888.0
아이러시,44.9,1002.0,12.590000000000003,888.0
코스맥스비티아이,70.11,39.0,12.619999999999997,889.0
이큐브랩,44.87,1003.0,12.620000000000005,890.0
티케이케미칼,44.87,1003.0,12.620000000000005,890.0
아이티엠건축사사무,44.86,1004.0,12.630000000000003,891.0
우아한형제들,70.14,38.0,12.649999999999999,892.0
신비앤텍,44.84,1005.0,12.649999999999999,892.0
씨유박스,44.83,1006.0,12.660000000000004,893.0
케이지에이에셋,44.82,1007.0,12.670000000000002,894.0
하드램,44.82,1007.0,12.670000000000002,894.0
티쿤글로벌,44.81,1008.0,12.68,895.0
업스테이지,44.81,1008.0,12.68,895.0
단군소프트,44.8,1009.0,12.690000000000005,896.0
에스큐아이소프트,44.8,1009.0,12.690000000000005,896.0
크래프톤,70.19,37.0,12.699999999999996,897.0
웨이브일렉트로닉스,44.79,1010.0,12.700000000000003,898.0
동원개발,44.79,1010.0,12.700000000000003,898.0
코페이,44.78,1011.0,12.71,899.0
유니정보,44.78,1011.0,12.71,899.0
네오트랜스,44.78,1011.0,12.71,899.0
대한항공,70.22,36.0,12.729999999999997,900.0
하이랜드푸드,44.72,1012.0,12.770000000000003,901.0
현대엔지니어링,70.27,35.0,12.779999999999994,902.0
엔에이치엔인재아이엔씨,44.71,1013.0,12.780000000000001,903.0
비에스지파트너스,44.7,1014.0,12.79,904.0
글로벌모터서비스,44.7,1014.0,12.79,904.0
평화이즈,44.69,1015.0,12.800000000000004,905.0
스마일게이트메가포트,44.69,1015.0,12.800000000000004,905.0
아스템즈,44.68,1016.0,12.810000000000002,906.0
모니터랩,44.68,1016.0,12.810000000000002,906.0
신세계,70.31,34.0,12.82,907.0
아이씨티웨이,44.66,1017.0,12.830000000000005,908.0
싸이맥스,44.66,1017.0,12.830000000000005,908.0
구구스,44.65,1018.0,12.840000000000003,909.0
LG,70.34,33.0,12.850000000000001,910.0
가레트모션코리아(유),44.63,1019.0,12.86,911.0
사랑방미디어,44.62,1020.0,12.870000000000005,912.0
에이원대부캐피탈,44.61,1021.0,12.880000000000003,913.0
호스트웨이아이디씨,44.61,1021.0,12.880000000000003,913.0
아이와이씨앤씨,44.6,1022.0,12.89,914.0
나이스신용평가,44.59,1023.0,12.899999999999999,915.0
시큐레이어,44.59,1023.0,12.899999999999999,915.0
이지원인터넷서비스,44.58,1024.0,12.910000000000004,916.0
마인드원,44.58,1024.0,12.910000000000004,916.0
한샘글로벌,44.58,1024.0,12.910000000000004,916.0
피앤이시스템즈,44.54,1025.0,12.950000000000003,917.0
메리테크,44.53,1026.0,12.96,918.0
유컴패니온,44.52,1027.0,12.969999999999999,919.0
자유투어,44.52,1027.0,12.969999999999999,919.0
한국전력공사,70.47,32.0,12.979999999999997,920.0
지에스지엠,44.51,1028.0,12.980000000000004,921.0
유아이네트웍스,44.5,1029.0,12.990000000000002,922.0
한국소프트웨어아이엔씨,44.49,1030.0,13.0,923.0
소프트센,44.48,1031.0,13.010000000000005,924.0
인콘,44.48,1031.0,13.010000000000005,924.0
이엘피,44.47,1032.0,13.020000000000003,925.0
지오스토리,44.46,1033.0,13.030000000000001,926.0
대한과학,44.44,1034.0,13.050000000000004,927.0
인티그리트,44.44,1034.0,13.050000000000004,927.0
홈페이지코리아,44.44,1034.0,13.050000000000004,927.0
폴라리스쓰리디,44.44,1034.0,13.050000000000004,927.0
디지털포토,44.42,1035.0,13.07,928.0
씨아이솔루션,44.41,1036.0,13.080000000000005,929.0
유젠,44.41,1036.0,13.080000000000005,929.0
케이미트,44.41,1036.0,13.080000000000005,929.0
한국이콜랩(유),44.41,1036.0,13.080000000000005,929.0
도미노코리아,44.4,1037.0,13.090000000000003,930.0
한국팜비오,44.4,1037.0,13.090000000000003,930.0
더열심히,44.39,1038.0,13.100000000000001,931.0
엘씨텍,44.39,1038.0,13.100000000000001,931.0
메카로,44.38,1039.0,13.11,932.0
글로우데이즈,44.37,1040.0,13.120000000000005,933.0
엑스오비스,44.35,1041.0,13.14,934.0
인텔리빅스,44.33,1042.0,13.160000000000004,935.0
이즈미디어,44.33,1042.0,13.160000000000004,935.0
케이지엘,44.32,1043.0,13.170000000000002,936.0
아주뉴스코퍼레이션,44.31,1044.0,13.18,937.0
미르기술,44.3,1045.0,13.190000000000005,938.0
신한항업,44.29,1046.0,13.200000000000003,939.0
아이엠씨게임즈,44.29,1046.0,13.200000000000003,939.0
에이치나인,44.28,1047.0,13.21,940.0
큐피플,44.28,1047.0,13.21,940.0
에브리데이해피,44.27,1048.0,13.219999999999999,941.0
국민건강보험공단,70.72,31.0,13.229999999999997,942.0
정보와기술,44.26,1049.0,13.230000000000004,943.0
해피머니아이엔씨,44.26,1049.0,13.230000000000004,943.0
네비웍스,44.24,1050.0,13.25,944.0
대동산업,44.24,1050.0,13.25,944.0
에스엠엔터테인먼트,70.75,30.0,13.259999999999998,945.0
M캐피탈,44.23,1051.0,13.260000000000005,946.0
엘림넷,44.23,1051.0,13.260000000000005,946.0
인투데이타시스템,44.23,1051.0,13.260000000000005,946.0
오픈소스컨설팅,44.2,1052.0,13.29,947.0
기웅정보통신,44.2,1052.0,13.29,947.0
엘지이노텍,70.78,29.0,13.29,947.0
광주도시관리공사,44.19,1053.0,13.300000000000004,948.0
세오,44.18,1054.0,13.310000000000002,949.0
퓨즈,44.18,1054.0,13.310000000000002,949.0
세원이앤씨,44.16,1055.0,13.330000000000005,950.0
위두커뮤니케이션즈,44.15,1056.0,13.340000000000003,951.0
대주전자재료,44.14,1057.0,13.350000000000001,952.0
워시스왓,44.14,1057.0,13.350000000000001,952.0
비지에프에코머티리얼즈,44.13,1058.0,13.36,953.0
에이플러스에셋어드바이저,44.13,1058.0,13.36,953.0
테크윈,44.13,1058.0,13.36,953.0
엠디비젼,44.12,1059.0,13.370000000000005,954.0
모닝인컨설팅,44.11,1060.0,13.380000000000003,955.0
그랜드호텔,44.1,1061.0,13.39,956.0
다비오,44.09,1062.0,13.399999999999999,957.0
셀루메드,44.09,1062.0,13.399999999999999,957.0
빅텍,44.09,1062.0,13.399999999999999,957.0
마르시스,44.08,1063.0,13.410000000000004,958.0
에스엠신용정보,44.08,1063.0,13.410000000000004,958.0
경동원,44.06,1064.0,13.43,959.0
현대성우쏠라이트,44.06,1064.0,13.43,959.0
대한무역투자진흥공사,70.93,28.0,13.440000000000005,960.0
(의) 케이씨엘의료재,44.03,1065.0,13.46,961.0
팸텍,44.03,1065.0,13.46,961.0
한국기가포톤,44.01,1066.0,13.480000000000004,962.0
이지스,44.01,1066.0,13.480000000000004,962.0
